,actuals,Pred,mape
2764,1413579.8167508715,1553776.6033271737,9.917854295525109
3834,1468030.4077797038,1433010.9004900446,2.3854756075947945
1761,1928301.7816087927,1903745.9219322894,1.27344484720728
936,1593347.8490790532,1390502.2621130021,12.73077859823859
643,1833208.5791579715,1788375.3044336839,2.445617767339954
1980,1491811.661122951,1546258.4121922362,3.649706761797317
108,1073183.759841627,891802.6456362926,16.901216827218978
4216,1314635.6896984542,1244342.9346202197,5.346937986626389
1374,1078713.2270293708,1236148.324368998,14.594712792498326
3818,1351639.83872163,1299059.2277192683,3.8901347456650845
2419,983537.5107792256,1156408.7389860558,17.576475356783273
468,1311765.1414692528,1422906.752489922,8.472676053594801
1853,1092130.9813980085,1093651.7263783258,0.1392456588284531
2721,1504441.0101502882,1428212.166514291,5.066921409459735
48,1323952.027425176,1233372.0615884098,6.84163504118244
2480,1869886.305262404,1804736.2171379887,3.48417376719986
2797,1670908.6619607303,1600981.5404851185,4.184975700201095
2530,1535262.4407904241,1538480.810282256,0.20962992426069513
1343,1777516.4494720032,1757643.829790405,1.1179991998105645
4859,1798927.0976443526,1743293.0669965036,3.0926228595200023
4205,1550181.074521719,1433460.5099612,7.529479393014209
1795,1596180.5684365204,1576552.6933055576,1.229677614117842
2227,942663.9415375702,950712.1732495129,0.8537752805963181
3688,1503327.000474601,1580382.1797799477,5.125643275283443
3467,1206020.384558566,1241134.0073408675,2.9115281326819447
4609,1340074.6529811826,1308625.5360651999,2.3468182795652277
1365,1079745.1185021442,1216546.2822202072,12.669764500332978
4804,626085.9330046533,664169.7627391657,6.082843860066302
1650,842235.8033529122,811957.9963490982,3.594932307945008
4004,1408427.7584109262,1403523.291406516,0.3482228303952019
1215,1634781.273826886,1493579.36695334,8.637357739179642
2675,1656785.4477005391,1820254.4678806635,9.866637856277878
3574,1188761.3202272817,1270451.9632715364,6.871912944529196
972,790598.8269883683,759629.0818621228,3.9172515906985006
1419,990893.1600715704,952230.5340443226,3.9017956309694712
1165,1500821.46909593,1460542.794978599,2.6837751822403053
3272,1283480.4394007365,1296453.30975735,1.0107571536244555
1640,1702528.7940186085,1815562.1995060062,6.63914794771819
4350,1533492.7965596502,1570733.5172654074,2.428490097202002
552,977980.9211108278,1149412.7111313092,17.529154845450627
4399,1344651.5738711937,1463753.0300797415,8.85742139621046
4873,1203094.0899540265,1091592.323387988,9.267917405387585
3433,1252691.7928813468,1218507.785317351,2.72884421836661
1768,1401767.9042517585,1327221.015501693,5.318062178764004
4574,667428.2537163104,757628.094341265,13.514537348803039
1202,1453663.2517569226,1538104.3818089599,5.808850842860634
4502,1293461.7978863874,1309097.1888128966,1.2088019106601025
1620,1481171.234478745,1624181.3321650717,9.655203554952582
3023,2005167.480217235,2125438.6045842245,5.998058793271459
458,1297849.7636572844,1345784.3048784542,3.6933813576459182
606,1450624.523999585,1351071.8257554406,6.8627474992400535
600,1336356.2325639816,1389539.9001562037,3.9797522768447746
871,1277744.7389113496,1170062.2922982066,8.427539815572976
3851,1278204.7815629141,1300059.0666175052,1.709763988511205
1201,966620.5141106972,1136557.0579732037,17.580481831471396
115,608794.2466921951,749573.7100675427,23.124309097902074
3893,1335848.3322776183,1384858.085902566,3.6688112295941733
2551,1404540.75846632,1352287.8590961066,3.7202835912907752
483,998773.9972584788,1104031.5179999191,10.538672515540082
768,1793398.718379665,1579844.5104594203,11.907793048563724
438,1013252.2090460656,912083.3047728688,9.984572781582495
2213,1637335.3027885682,1531364.9673109786,6.472121824840037
715,2237778.0257039685,2135199.2454459285,4.58395690188129
1286,1499920.5935294242,1509870.6159997173,0.6633699485970762
1519,781213.0669276181,782116.7505893386,0.11567697725212421
2053,1328572.1905050843,1388755.8444880536,4.529949852411796
4454,1463383.4866829738,1403197.9185521365,4.112768025506348
4490,849180.8459937095,925843.7618788658,9.027866825640125
1849,1967384.7778210603,1903679.3444832787,3.2380769667404525
749,1353854.4775205588,1042204.6571551547,23.019447476818755
603,1471799.6763039234,1476953.714837512,0.35018614398202524
1902,1464929.1621903444,1325087.7625992512,9.545949606327996
1970,1325294.1210921824,1238250.6730065607,6.567858915263934
4043,1038153.9487324572,1144314.5363482465,10.225900286311768
2292,1357250.5712569577,1412404.3417139724,4.063639509537023
2542,1160246.7296611143,1132056.041422105,2.429714949271463
1258,1753820.6224521047,1938380.509213767,10.523304629844064
2063,1712388.8725183057,1660882.1170175578,3.0078889396775854
1876,911071.8335530659,1078441.5688216304,18.370640942311166
2134,1314387.4066411434,1263792.5289372816,3.849312420997298
3266,854487.5970384093,1093960.9072592421,28.025369946951784
874,896944.2442711681,1040243.8477270799,15.976422656277034
4887,1152046.592394497,1084701.8544361647,5.845660965704357
155,1072503.237943672,1097410.3330500321,2.3223328587906935
2963,313651.5032332925,527406.6897379728,68.15053787441606
485,1252419.1963991649,983011.0306625343,21.511021749842783
3173,1187044.0528088156,1092826.3151629833,7.9371727968218035
4220,1490904.5625106557,1674186.10507047,12.293311535057043
8,798869.5328331633,764785.5395258972,4.266528125861594
1578,211017.97049475575,466547.844073222,121.09389213598601
4146,1183272.5108070918,1294799.3359454237,9.425286577667654
3742,1510659.228170966,1473708.320722356,2.446012095881376
3743,1584317.752692729,1569827.7806318859,0.9145874958615956
1192,1232014.5271086118,1226315.2100151214,0.46260145218141163
4647,1430641.6323658398,1413112.4448364368,1.225267539601455
2339,1705918.1795099657,1713814.3193522803,0.4628674421291914
2279,989643.0313890134,945560.2388105211,4.454413478425642
4381,675919.6815570832,839450.7842355268,24.193866096889654
3984,1729392.2041672813,1626272.215998602,5.962787846515847
318,1082455.0175112423,970521.576658891,10.340701372488093
4380,1613814.875491537,1473251.0077329413,8.710036689665694
3715,1110931.8257023671,1048745.992372931,5.597628215405589
139,1721739.3841384957,1540646.5560192661,10.518016244940734
184,1454943.0736612403,1422246.8469805531,2.2472512686293555
553,1292592.392096719,1326469.5558114229,2.6208698056586575
4068,1128895.1249507668,907867.0094252238,19.579154045437342
1896,1469767.6472201275,1346313.6534179235,8.399558531289014
664,1289008.216604162,1313473.0476187537,1.8979577243536356
4014,920951.5682989664,947178.885830076,2.8478498146816165
4348,1559997.1510714702,1405627.7764442554,9.895490804017662
1199,1614373.9639831057,1690425.0960884597,4.71087454344933
4039,1838984.4397883944,1656767.8790688831,9.908542822715686
2311,1026505.8205659144,1073438.2192215207,4.572053827199188
2111,1517597.5270904675,1646813.357087859,8.51449924573372
4592,1584615.57383898,1632001.302424767,2.990361155607461
1907,922478.9145343913,902484.6808214202,2.16744614949415
1523,1737759.0500294531,1735137.7400010843,0.15084427431549913
4930,1039332.667386882,861522.3033359088,17.10812809319549
588,978035.3447748431,965428.6923766108,1.288977179156493
3133,1513846.5947077826,1322191.4597826703,12.660142420976777
3726,1418977.8285825343,1458637.4594326238,2.7949436595289754
1710,642855.1695820823,649435.7945291912,1.0236559117020012
2783,831168.833673851,778239.0031451592,6.368120216290656
3335,1749820.0141306592,1868357.1804086436,6.774249083947968
3239,1256086.507059112,1274404.3434058744,1.458326018456342
751,1778411.664830746,1640337.3751678849,7.763910482222449
2738,822934.8312947354,635446.4095798009,22.78290024739337
1734,1742431.6630896688,1732252.953183311,0.584166950244062
828,1128403.366059227,1043683.0066279564,7.507985351651615
4107,1159699.9657200286,1202695.168977208,3.7074419701724066
3664,2030910.6153455232,1978177.3012814913,2.5965354489547683
754,1930143.831202199,2021407.1258140858,4.728315741891788
4038,1279279.7998179044,1186025.1636647913,7.289620000752546
954,1270047.528129398,1354927.8902012496,6.683242964684055
1167,1031046.3654266484,1101658.8836820982,6.848626853578042
3380,1155801.2529854416,1043321.6437094309,9.73174315095049
567,1940195.3735729896,1996726.4046243438,2.9136772420629407
4140,939139.0293389644,1034421.4866152266,10.145724360250377
2742,1034760.0399469784,888403.5289717223,14.144004921445891
2180,1234636.45181904,1246295.8612696198,0.9443597290037391
798,997827.2537752064,908520.0330237485,8.950168520008901
2303,1412626.5187417814,1349714.6146330126,4.453541206688097
3774,1204214.030496833,1115769.4076216607,7.344593289507001
3367,852504.585576406,887652.2941789711,4.122876192953332
1283,980983.2109523584,1139500.3181105517,16.15900306839111
2771,1128720.4195686004,1024605.4959500413,9.224155230429162
2495,1064569.6062282685,1088392.848464246,2.2378285174214505
1777,1468267.2302156275,1659701.9478823682,13.038138679879612
1872,987746.9239531008,1092476.2776380554,10.602852931782678
1782,984349.6141548756,1126737.7016843185,14.465194630232242
3503,1887529.3766351675,1717483.2884204797,9.008924063360697
4363,1364029.16836528,1223972.0705435295,10.267896102955174
350,1523136.4847209472,1505822.5746229566,1.1367274221103514
699,1625703.074745697,1765139.5924496483,8.57699784604042
3068,1057125.8390858762,1172808.6186584905,10.943141799716871
325,1270999.9393805678,1207340.993736689,5.008571886707051
470,1187609.1222876178,1183529.534477475,0.34351267042176364
4151,1626893.5472241787,1424717.9398547504,12.427095043457651
1311,1796009.5040461638,1667443.7272194596,7.158412944756865
1489,943309.4486039542,1037977.6454610322,10.035752000277503
4896,1557914.8897784243,1500394.3164742077,3.6921512004033494
225,798892.5150396761,888849.0539575377,11.260155430720745
3933,699787.3190422737,964067.0692838421,37.765724392271174
2477,1258563.8586458305,1216861.4701736532,3.313490069311826
4184,2119176.261933276,2045891.2751896614,3.4581826939094875
213,931357.9954219257,848229.5218011001,8.92551242695528
2880,1281378.1744748696,1281164.2819574038,0.016692380261082718
2364,1300031.2303332195,1286610.2352120234,1.0323594393771696
4389,790721.3677899047,963542.1762084109,21.856094378927267
1624,1363106.125282448,1343028.2400078815,1.4729509978840536
830,1177744.9730926359,1358962.3418322415,15.38680893400442
2184,884891.4955195289,848297.5173563669,4.135419805529638
2993,718874.679765292,585958.6136903344,18.489462741733213
265,568703.1838335629,736809.7039768817,29.55962352982307
2049,700903.5639179513,664803.7704196647,5.150465107709527
1825,1467849.817834562,1475344.2483580932,0.5105720239545624
1186,851018.9558331005,738123.0764458133,13.265965301180438
3651,1174289.0805683718,1291300.615141679,9.964457347816953
1116,1172413.196960207,1118540.5784658766,4.595019796263768
3616,1191625.4399627368,1049077.3332949406,11.962492733644035
3988,1327806.7288319168,1419920.0349007035,6.937252543509817
4036,1422004.0108999673,1422142.2967014052,0.009724712474643233
2612,1051567.9457782458,945553.6382605932,10.081546127691581
3545,985117.6289110236,979623.2201792654,0.5577413874759218
177,894292.0474101036,802829.2029029075,10.227402197310735
764,1485145.6605448688,1450607.3899031943,2.3255813594070736
4474,1903533.084349393,1840992.0450839028,3.285524153989999
4720,1038177.0447737094,1011380.2898130598,2.5811353752760344
4244,1124800.0122577448,1151372.8118033106,2.3624465910369112
3391,914325.029151274,857971.1018506922,6.163445766424287
560,1157189.4377037785,990632.9217909221,14.393193584911737
3826,1617072.27721383,1661187.0158848912,2.7280622698615287
3459,1048639.7894974465,1085193.4370731106,3.485815428878794
4752,1795428.7743897976,1767743.4387529735,1.5419901937481981
2095,1257780.0670395987,1200429.1108712344,4.559696696684786
2234,1280700.4032528442,1252113.04609686,2.232165858882795
2770,1437983.8247179326,1537248.7594514457,6.903063374373097
2529,1060123.7295704826,1064840.930878534,0.4449670520970762
1629,1765809.432066297,1707184.7287118332,3.31999038457184
1138,1245967.7994219905,1207204.4842784093,3.111100877692321
2377,867082.8427607969,966650.45004459,11.483055871197879
1877,1360787.8712115514,1393005.0053619123,2.367535369173818
2087,1027311.507673405,1031215.6336419545,0.3800333140812715
4670,1401560.9170354677,1392271.8589855386,0.662765202498439
1527,1467910.5694426084,1492999.6056846357,1.7091665367294178
1950,1474417.2717291806,1294329.849361604,12.214142212019256
759,1205962.9949533471,1157536.7030985565,4.015570300037608
1694,755678.3301073947,837942.2443164838,10.886102053157726
2280,1788515.8176129346,1818542.3805922046,1.678853644098342
4152,1379671.0747829857,1472032.3974090237,6.694445097398733
2029,2005037.3066792216,2077109.713194768,3.5945668579560732
3636,1169166.9894781034,1288731.261562067,10.226449528594305
3504,1296881.9713107832,1415180.2773923133,9.121748061773411
1524,1550702.478402551,1608366.6967528882,3.7185868439276404
3214,1924155.5815279875,1869467.6191631444,2.8421798574840276
2027,1391303.7868712496,1328623.3105606292,4.505161051245002
4780,1632943.3488277285,1589460.565363462,2.6628470299035327
2673,1241386.7369789924,1294831.8627046132,4.305276037964092
3299,1017722.997568472,869091.5059098066,14.604316893081274
1119,1646033.4101836402,1479096.2042730674,10.141787212687765
4988,1275143.1684079738,1359261.7432011939,6.596794530785334
3165,2024902.521283108,2121863.47831495,4.788425912492884
4931,1599996.9614292642,1665082.57603746,4.067858638309875
238,1373589.8035017387,1295291.9248631764,5.700237322594771
3103,822685.3745816726,887515.4770928398,7.880303274399723
3569,1354973.5534951242,1330667.5754917571,1.7938341261842603
1663,984421.2252794616,1114736.7059851848,13.23777640701811
4287,1876746.4866277915,1965502.3809960447,4.729242601526491
2859,1132779.8367625305,1150985.881337144,1.6072006213180914
1753,1235475.550019035,1281114.8514355836,3.694067552841921
1985,1515157.0809305124,1681856.6328464374,11.002130011071117
3867,812512.2412531745,933208.1511802254,14.854657419178837
2816,1539084.9218209032,1575838.1664880775,2.3879932904346335
3282,1298108.0001318774,1248139.231036278,3.849353758741414
3605,1205138.1806132866,1073492.5413028672,10.923696670486844
4495,1331897.4568409577,1346754.6311223852,1.115489349808219
2644,1137685.1162854831,1342838.855200871,18.032558919748393
3506,1111148.947279386,1268986.7665289934,14.204920018694922
216,1278991.6886996122,1303141.3262179275,1.8881778303711245
827,1251757.1930129784,1089640.1821225807,12.951154728352885
4163,1517922.2715771273,1409419.2555096382,7.148127285513374
1623,688479.2925910209,725338.4638803252,5.353708046989849
4238,785460.697666195,880499.9355747504,12.099808200581055
1490,1409684.4851189125,1473301.8860525945,4.512882251684539
1080,905328.7691457036,807751.4043838205,10.77811377340413
1799,88591.77016003926,158932.72605167842,79.39897325064126
1497,1151233.0954609385,1038941.7460847013,9.754006362306434
1512,1792368.627274575,1637034.8055482022,8.666399275386164
4751,1130108.0228452345,1096641.3240804886,2.9613716643200068
4246,1646565.0536213254,1568697.9269662313,4.729064696462449
1776,1489520.0186356774,1515722.8545838334,1.7591462766748438
2625,1361841.9517155087,1411088.061729304,3.616139886993503
4237,1658695.1412830881,1647527.952342664,0.6732514409963141
384,1353488.41646297,1223355.6569764484,9.614619371962824
233,1156329.2740497622,980580.7221019058,15.198832710715674
2822,1353182.4938991645,1259957.1043987032,6.889343449295923
3062,1210161.0704941228,1073084.4501460707,11.327138485134226
619,1036685.2408148928,1083705.8200515416,4.535665926881329
2802,1256599.1787555614,1205947.3571346458,4.030865408576599
1948,1222344.208499258,1125854.2854656032,7.893842206044474
2815,1757395.7872397113,1742200.737484863,0.8646344702302176
513,1088222.4209022115,809892.8925261465,25.57652948790658
3455,1511352.256003255,1469820.121286577,2.748011560621146
986,1262465.9893029726,1296428.6466147592,2.6901839415521986
3388,1621742.7482687838,1666695.4508170895,2.771876279162827
647,1919693.23049382,1878767.7430532565,2.1318764264244385
847,1013443.43789406,855219.8999043196,15.612468547680342
780,1358213.9061280591,1433314.0413286746,5.529330458315503
69,1360920.5303860817,1258615.607907814,7.517332584382768
682,1183884.005068762,1318981.7752123894,11.411402600694881
3195,1232974.1420829988,1284123.2074783053,4.148429691225708
2847,922054.1319412548,963393.0845034234,4.483354190402602
2062,896937.6577995939,827841.4281810774,7.703571036143845
193,1115323.0148424057,930731.0590610984,16.550537676064188
988,930011.5708874031,1072812.8417898407,15.354784324476608
4672,1076438.9751434857,1011985.3893974614,5.987667413977911
3865,983180.3746417831,1006814.1224036845,2.403805890705691
3667,1046191.1649369913,1147815.2813068023,9.713723435614321
4280,469016.24780787673,609402.2112198318,29.93200428942527
2759,885796.2795967467,922237.512560985,4.113951910119563
2426,1127082.1989417674,1034453.0404998744,8.218491830397447
4060,1148508.0252525522,1391559.7026336216,21.162383896065794
641,1175868.9992109209,1192833.8891005437,1.4427533935334014
4045,1305101.7743422429,1250423.1841997714,4.189603540308487
604,1347622.4830190958,1376752.4325195625,2.161580848310463
2235,1388840.1738697607,1484243.2368983077,6.869261476122411
784,1462360.60087787,1582913.5502106035,8.243722462186428
1459,143027.36445248185,78474.71596382651,45.13307557317239
3692,1046943.498344274,1113408.699710275,6.348499367073275
2039,1489970.147065019,1247385.0151241664,16.281207540882814
1092,706135.144638913,539711.6335198274,23.568223785857224
3904,694472.1081139629,811104.4120070916,16.794382744884732
4919,962069.0020449392,1116925.233074403,16.096166771853877
3717,577168.2739439054,863061.4094114429,49.533757895937875
4972,1736401.6096050944,1808336.4616489718,4.1427542825324455
2605,1131533.5554094613,1025934.4175116834,9.332391195377792
1860,1383766.0819453795,1309525.8113431097,5.36508818729669
2751,1300433.5754203456,1361975.7379344916,4.732434141763324
644,1120349.773128633,1133647.045407144,1.186885792048466
1657,414165.22036082624,524230.0932870805,26.575112422613444
580,1384140.2270663455,1246558.9746101787,9.939834835070663
3257,1134246.50252595,952901.4650567323,15.988150465120684
1893,1246218.3100606224,1278336.2109663822,2.577229097540494
289,861321.5806924718,738745.9253865574,14.231113913036756
1516,2220799.0691561657,2108684.2035042467,5.048402046319264
866,1524845.421902946,1482864.6627777144,2.753115727156214
4844,880402.7569219653,698487.0263131913,20.662785205805317
1131,1529711.139782688,1683991.9213379547,10.085615352005858
2914,1639944.9587541027,1403849.2958255876,14.396560181378371
341,1190213.5129050135,1391521.2390304315,16.913580961963383
1367,905045.2177063724,1055452.908598652,16.618804005556008
4457,913397.0868819004,1003112.600502721,9.822180835619475
3084,1495672.5938007506,1429671.4251496363,4.4128085868976425
188,658646.1847265189,838442.35067533,27.29783761268814
2345,1063491.81022042,1167903.9675745657,9.81786191023937
3814,841392.493028112,940303.3379795309,11.75561295958867
1707,759360.6547692231,680527.4661255414,10.381521369136495
132,1246246.8277597644,1195386.5879023504,4.081072763799101
632,1048818.2102501562,1196158.41967351,14.048212357812817
3590,734101.4856187138,777670.4556648671,5.935006385313686
2328,1720670.8768427868,1711177.9200323774,0.5517009056274498
2247,1804243.860448444,1853174.4241080023,2.711970633914012
44,1153871.4695016337,940766.1304282392,18.468724178216863
2086,1384328.1221885916,1369882.559342592,1.0435071436070733
2045,1194083.2472498536,1220225.9920439362,2.189356969398333
2145,1105737.4615438494,1064039.401666524,3.771063324480841
2129,1167621.046449695,1266379.8881478915,8.45812449154507
3853,1880127.062482381,1825292.1162726674,2.916555338409606
1351,1196204.8862624606,1196273.8416054426,0.005764509389141116
339,852268.6716506324,875699.9413537462,2.749282061222934
3470,522638.99887346,614802.6240208326,17.63428013332909
0,1059033.5578701235,1224447.6333552166,15.619342206470375
411,599504.0192866956,445411.91902075615,25.703263916275652
2217,1677005.1404360302,1780218.7615846256,6.15463952136481
1793,1421518.6019075266,1416693.9779274869,0.3393992856347851
3707,1220133.3583303108,1361591.4717894834,11.593660028503011
4684,709348.2237339056,925630.8133792193,30.490326529166968
3398,891468.2132791065,865025.095178152,2.966243519069321
13,1291331.5184858206,1306644.658521561,1.1858411117925856
72,852099.4640268538,910301.032834013,6.830372657683656
327,1026271.7959428559,1038843.081853399,1.224947032573733
2604,923444.1447612592,994126.6482477398,7.6542261800527545
3213,1622827.2978436681,1468357.7337363032,9.518546077738304
179,1195986.2988348743,1439744.8477718006,20.381383062196868
4548,1038939.523246861,1189764.6748294812,14.517221475150569
391,1375633.3727060992,1408721.5803947411,2.405307136708378
1082,1237360.7184158338,1132876.909763366,8.444086441198502
